gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,monthly_to_total_ratio,avg_monthly_charge,charge_consistency,high_monthly_charge,service_count,has_premium_support,has_streaming,contract_value,auto_payment,has_family,is_senior_alone
Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,0,13-24,0,0.0483048906196312,83.1047619047619,1.0149839559935825,1,4,0,1,0,0,0,1
Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,0,25-48,0,0.03922174181593577,37.323076923076925,1.020816158285243,0,3,0,1,1,1,1,0
Female,1,No,No,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.85,2751.0,0,49-72,0,0.01593386627906977,42.323076923076925,1.0360777898945837,0,4,1,1,0,0,0,1
Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,1,13-24,0,0.04963980189104007,88.78999999999999,0.9933551075571575,1,5,0,1,0,0,0,1
Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,0,13-24,0,0.05025570416994493,24.16190476190476,1.0574497437918802,0,2,0,0,0,1,1,0
Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532.0,0,25-48,0,0.028092272855929804,98.11111111111111,1.011608154020385,1,6,1,1,1,0,0,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,0,49-72,0,0.014181933234485796,110.39109589041097,1.035409596019135,1,9,1,1,2,1,1,0
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,0,25-48,0,0.024054763786553805,89.12045454545455,1.0586795195470888,1,5,0,1,1,0,0,0
Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,0,49-72,0,0.019045634093570737,93.27592592592592,1.0286684270086761,1,6,1,1,1,0,1,0
Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,1,49-72,0,0.018385825066065935,106.84722222222223,0.9930066294033536,1,7,1,1,1,1,1,0
Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,0,25-48,0,0.03133912693353018,90.28181818181818,1.0345383143691471,1,6,1,1,0,1,0,0
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,1372.45,0,49-72,0,0.013906585605591758,19.061805555555555,1.0020037159823674,0,1,0,0,2,1,1,0
Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,689.75,0,25-48,0,0.029460731089395585,20.28676470588235,1.0031170714026822,0,1,0,0,2,0,0,0
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,0,0-12,0,0.10229322339603195,17.55,1.131054131054131,0,1,0,0,0,0,0,0
Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.45,911.6,0,25-48,0,0.02898312513697129,23.989473684210527,1.102566915313734,0,2,0,0,0,0,1,0
Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,0,0-12,0,0.13807450411223995,64.46875,1.1067377605428985,1,6,1,1,0,1,1,0
Male,0,No,No,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196.0,0,49-72,0,0.016812636847044104,55.10344827586207,0.9754380475594493,0,5,1,1,0,0,0,0
Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1029.8,0,25-48,0,0.019644935972060535,21.454166666666666,0.9438725966207031,0,1,0,0,2,1,0,0
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,351.5,0,0-12,1,0.19560283687943264,58.583333333333336,1.1769559032716927,0,2,0,0,0,0,1,0
Male,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,1,13-24,0,0.04765421158863782,92.28636363636363,1.0489090282224303,1,5,0,1,0,1,0,1
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,0,49-72,0,0.013726036832352122,83.51917808219177,1.0021650346897606,1,8,1,1,2,1,1,0
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,686.95,0,25-48,0,0.02849044261937641,19.081944444444446,1.0271489919208094,0,1,0,0,2,0,1,0
Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,1,25-48,0,0.02543849150942142,93.97625000000001,1.0178103510195395,1,5,0,1,0,1,0,1
Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,0,25-48,0,0.02784633788101331,89.21756756756757,1.0306266188031081,1,5,0,1,0,1,1,0
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,0,13-24,0,0.04847635209916623,96.75952380952381,1.0185043923324884,1,6,1,1,0,0,0,0
Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,1,25-48,0,0.027016376905253534,83.45131578947368,1.026946060577393,1,4,0,1,0,0,1,0
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,1,49-72,0,0.01786143585999341,98.49912280701754,1.0182831800087275,1,6,0,1,1,1,1,0
Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,1,25-48,0,0.033661011574441096,108.70689655172414,0.9764789849325932,1,7,0,1,0,0,0,1
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,164.6,0,0-12,0,0.12016908212560386,16.46,1.2089914945321991,0,1,0,0,1,0,0,0
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,0,49-72,0,0.014827263620633987,88.80220588235295,1.0084208957448393,1,6,1,0,1,0,1,0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,0,0-12,1,0.977997799779978,22.225,2.0,0,2,0,0,0,0,0,0
Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,1,25-48,0,0.02145906532169708,82.69479166666666,1.0302946326224698,1,5,0,0,0,1,0,1
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,1,0-12,0,0.11774217257092459,75.47777777777777,1.0612395112615929,1,3,0,1,0,1,0,0
Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,0,13-24,0,0.043553422607528966,80.70208333333333,1.0458218240958257,1,5,1,0,0,0,1,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,1,0-12,1,0.9859055673009162,34.975,2.0,0,2,0,0,0,0,0,0
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,0,13-24,0,0.0703792845879326,80.26,1.0565661599800646,1,4,0,1,0,0,1,0
Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,0,13-24,0,0.05751370060571099,45.56578947368421,1.0940225238232746,0,3,0,0,0,1,0,1
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,1,0-12,1,0.51010101010101,55.76666666666667,1.5394500896592944,1,4,0,1,0,0,0,0
Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,1,13-24,0,0.06493897845412085,62.159375,1.0400683726308382,0,5,1,1,0,1,0,0
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,0,25-48,0,0.025512227362855255,19.371794871794872,0.9962938451356718,0,1,0,0,1,0,0,0
Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,0,25-48,0,0.03891730073593613,89.04074074074073,1.0512041928372364,1,5,0,1,0,0,0,1
Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,73.0,1,0-12,1,0.9864864864864865,36.5,2.0,1,3,0,0,0,0,0,1
Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.45,0,49-72,0,0.019375810661499786,60.027884615384615,1.0078649345656665,0,5,1,0,2,1,1,0
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,786.3,0,0-12,0,0.09532579702781659,71.48181818181818,1.0499173343507566,1,3,0,0,0,0,0,0
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,0,0-12,1,0.23882113821138212,58.839999999999996,1.198164513936098,1,2,0,0,0,0,1,0
Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,5597.65,0,49-72,0,0.01692372268314683,93.29416666666665,1.0156047627129243,1,6,1,1,0,0,1,0
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,352.65,0,0-12,1,0.18195956454121306,58.775,1.094853253934496,0,5,1,1,0,0,0,0
Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.1,130.15,0,0-12,1,0.3515059092642013,32.5375,1.4168267383787936,0,2,0,0,0,0,1,0
Male,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85,1,0-12,0,0.08637645803156209,50.37307692307692,1.124608689012751,0,4,1,0,0,0,0,0
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1871.85,0,49-72,0,0.013268547934965428,25.641780821917806,0.9691214573817348,0,2,0,0,2,1,1,0
Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,1001.2,0,0-12,0,0.07962482538415486,77.01538461538462,1.0361566120655212,1,4,1,0,0,0,0,0
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,1,25-48,0,0.0372555446301759,81.6875,1.043611323641928,1,4,0,1,0,0,0,1
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.15,7789.6,0,49-72,0,0.014010474161168587,106.7068493150685,1.0228959124987163,1,8,1,1,1,1,1,0
Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,0,13-24,0,0.057668552109745794,40.42368421052631,1.0971290931579978,0,2,0,0,0,1,1,0
Female,0,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533.6,0,25-48,0,0.022916313019860805,76.81739130434782,1.0544487208512565,1,7,1,1,2,0,1,0
Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,0,25-48,0,0.03412150035893754,69.61875,1.0923781308914624,1,3,0,0,0,0,0,0
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,0,0-12,0,0.10015022533800702,18.063636363636363,1.1071967790639154,0,1,0,0,0,1,0,0
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,69.9,1,0-12,1,0.9858956276445698,34.95,2.0,0,2,0,0,0,0,1,0
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,1,0-12,1,0.4680330376261854,54.15,1.4127423822714682,1,3,0,0,0,0,0,0
Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.85,4793.8,0,49-72,0,0.017904813548010344,84.10175438596491,1.0207872668863949,1,5,1,0,1,0,1,0
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),100.55,7113.75,0,49-72,0,0.014132611827541375,98.80208333333333,1.0176910911966264,1,6,0,1,1,1,1,0
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,0,25-48,0,0.04755550163775325,15.813461538461537,1.2394503222668127,0,1,0,0,1,0,1,0
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,223.15,0,0-12,0,0.08721838054873969,18.595833333333335,1.051310777503921,0,1,0,0,2,1,0,0
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,1,0-12,1,0.30836575875486383,76.85,1.2374756018217306,1,5,0,1,0,0,0,0
Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,0,49-72,0,0.014199782206627142,79.23698630136987,1.0367633075739502,1,7,0,1,2,1,1,0
Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.15,7993.3,0,49-72,0,0.0141538346071576,111.01805555555556,1.019203583000763,1,9,1,1,2,1,0,0
Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,1,0-12,1,0.97539975399754,19.825,2.0,0,3,0,1,0,0,0,1
Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,1,13-24,0,0.06229403635590518,58.73125,0.9977652442268808,0,5,1,0,0,1,0,0
Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,1,13-24,0,0.04372115094258228,100.74347826086957,1.0060204566052393,1,6,1,1,0,1,0,0
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,1,25-48,0,0.04082355183964705,67.96111111111111,1.102836589552849,1,3,0,0,0,1,0,0
Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55,3713.95,0,25-48,0,0.022759391108897832,80.73804347826086,1.0472138827932524,1,5,1,0,0,0,1,0
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1118.8,0,49-72,0,0.018530094659760674,19.28965517241379,1.0757061136932429,0,1,0,0,2,0,0,0
Male,0,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,2049.05,0,25-48,0,0.021999463427721275,47.65232558139535,0.9464385934945462,0,4,0,1,1,1,1,0
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,0,0-12,1,0.978448275862069,22.7,2.0,0,2,0,0,0,0,0,0
Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,1,0-12,0,0.1074204477512788,75.16499999999999,1.0756336060666534,1,3,0,1,0,0,0,1
Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,459.95,0,13-24,0,0.04403948367501898,18.398,1.1033808022611153,0,1,0,0,0,0,0,1
Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,1,0-12,1,0.48012048192771084,55.0,1.4490909090909092,1,4,0,0,0,1,1,0
Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,607.7,0,25-48,0,0.03252833908329226,18.415151515151518,1.0752015797268388,0,1,0,0,1,0,0,0
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,1,13-24,0,0.041004027737408126,96.292,1.025526523491048,1,6,0,1,0,0,0,0
Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,0,0-12,0,0.08599143581228699,43.934615384615384,1.1198459248883832,0,3,1,0,0,0,1,0
Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,929.45,0,0-12,0,0.09549142887849964,84.49545454545455,1.0515358545376297,1,4,0,1,0,0,1,0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,0,0-12,1,0.40865892291446676,15.450000000000001,1.2524271844660195,0,1,0,0,0,0,0,0
Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,1,25-48,0,0.038146631931522144,28.75357142857143,1.069432368649857,0,2,1,0,0,1,1,0
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,0,0-12,1,0.3242594075260208,15.3625,1.3181448331977217,0,1,0,0,0,0,0,0
Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,1,25-48,0,0.02779293471564607,74.72763157894737,1.0565034423256388,1,4,0,0,0,1,1,0
Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,0,25-48,0,0.020670462479472126,103.74591836734695,1.0130519027057863,1,7,1,1,0,1,1,0
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.45,221.1,0,0-12,1,0.335209365150833,55.275,1.346901854364541,1,3,0,0,0,1,0,0
Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.55,2236.2,0,25-48,0,0.02438315751832648,54.541463414634144,1.0001565155173955,0,5,1,1,1,1,0,0
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,1,0-12,1,0.32397481708354603,73.2125,1.3003243981560526,1,5,0,1,0,0,1,0
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,0,0-12,1,0.343134138588684,78.4,1.3769132653061225,1,7,0,1,0,0,0,0
Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,0,25-48,0,0.021208343721432727,62.651041666666664,1.0183390140493807,0,5,1,1,2,1,1,0
Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,1,0-12,0,0.08556197643685884,85.78076923076924,1.1133031430749225,1,5,0,1,1,0,0,0
Male,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,0,49-72,0,0.01550576515924634,48.25955882352941,1.0547133301845109,0,4,1,1,2,1,1,0
Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,0,13-24,0,0.05264526192642662,19.182499999999997,1.0556496806985536,0,1,0,0,1,1,0,0
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083.0,0,49-72,0,0.017896678966789665,19.339285714285715,1.0031394275161587,0,1,0,0,2,1,1,0
Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.15,7475.1,0,49-72,0,0.014198579473254772,105.2830985915493,1.0082340035584807,1,7,1,1,1,0,1,0
Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,0,49-72,0,0.01746800715389557,48.78898305084746,1.0309704538743463,0,3,0,0,1,1,1,0
Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,5121.3,1,25-48,0,0.02096714366593132,104.51632653061225,1.0275906508113175,1,7,0,1,0,1,0,0
Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,0,0-12,1,0.5025510204081632,32.333333333333336,1.5231958762886597,0,3,0,0,0,0,0,0
Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95,587.45,0,13-24,0,0.0848840173336732,41.96071428571429,1.1903991829091838,0,3,1,0,0,0,1,0
Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,0,0-12,0,0.09865022496250625,27.186363636363637,1.0887811402775456,0,2,1,0,2,0,0,0
Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,0,25-48,0,0.020692864529472596,98.65306122448979,1.0141601158460902,1,6,1,1,0,1,1,0
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,0,0-12,0,0.10898520862462284,67.845,1.0914584715159554,1,3,0,0,0,0,0,1
Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.4,949.8,0,25-48,0,0.026714345814051323,26.383333333333333,0.9627289955780164,0,2,0,0,2,1,1,0
Male,0,No,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,0,49-72,0,0.014338714529228918,35.60357142857143,1.004112749523523,0,3,0,0,1,1,0,0
Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,1,13-24,0,0.06350008421761832,87.25,1.0802292263610316,1,5,1,1,0,0,0,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,0,0-12,1,0.9518072289156626,9.875,2.0,0,1,0,0,0,0,0,0
Female,0,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,1,0-12,1,0.1566481541979745,43.58571428571429,1.1001311045558833,0,4,0,1,0,0,0,0
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,609.05,0,13-24,0,0.039668879600032785,24.362,0.9933502996469913,0,2,0,0,2,0,1,0
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,0,0-12,0,0.11159737417943105,18.18,1.1221122112211221,0,1,0,0,0,0,0,0
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,0,13-24,0,0.04644252198710729,86.89375,1.1151550025174424,1,6,1,1,0,1,0,0
Female,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1462.05,0,49-72,0,0.013362496155292027,20.59225352112676,0.9493861359050648,0,1,0,0,2,1,1,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,1,0-12,1,0.9527186761229315,10.075,2.0,0,1,0,0,0,0,0,0
Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,0,25-48,0,0.02239724341619493,69.13617021276596,1.052994398965963,1,3,0,0,0,1,0,0
Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,0,49-72,0,0.018186123608808905,19.900943396226417,0.9647783835031997,0,1,0,0,2,0,1,0
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,0,49-72,0,0.014778774517257108,22.51027397260274,1.0795070743952533,0,2,0,0,2,1,1,0
Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,0,13-24,0,0.061164134964376934,65.57941176470588,1.0407229672153204,0,6,1,1,2,1,1,0
